0,1,2,3,4,5,6,7,8,9,10
citrus fruit,domestic eggs,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
sausage,grapes,berries,curd,,,,,,,
hamburger meat,curd,,,,,,,,,
rolls/buns,brandy,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
brown bread,butter milk,oil,frozen meals,,,,,,,
beef,white bread,,,,,,,,,
soda,rolls/buns,,,,,,,,,
pork,meat,whole milk,salty snack,whole milk,frozen potato products,processed cheese,rolls/buns,,,
dessert,other vegetables,whipped/sour cream,,,,,,,,
margarine,whole milk,,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
sausage,white bread,whole milk,butter,,,,,,,
pork,rolls/buns,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
canned beer,coffee,,,,,,,,,
canned beer,soda,white bread,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
whipped/sour cream,beverages,,,,,,,,,
pork,yogurt,,,,,,,,,
yogurt,bottled water,berries,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
light bulbs,whole milk,,,,,,,,,
other vegetables,soap,,,,,,,,,
ham,whipped/sour cream,newspapers,,,,,,,,
whole milk,male cosmetics,,,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
yogurt,pasta,,,,,,,,,
pork,domestic eggs,,,,,,,,,
citrus fruit,soda,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
herbs,specialty chocolate,red/blush wine,salad dressing,,,,,,,
sausage,bottled beer,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
frankfurter,whole milk,grapes,butter,semi-finished bread,,,,,,
Instant food products,specialty chocolate,,,,,,,,,
meat,butter,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
soda,chocolate,,,,,,,,,
rolls/buns,yogurt,shopping bags,,,,,,,,
hard cheese,salty snack,,,,,,,,,
newspapers,whole milk,waffles,,,,,,,,
hamburger meat,margarine,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
butter milk,margarine,,,,,,,,,
specialty chocolate,tropical fruit,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whipped/sour cream,grapes,yogurt,spread cheese,,,,,,,
grapes,other vegetables,domestic eggs,,,,,,,,
whole milk,yogurt,yogurt,rolls/buns,,,,,,,
beef,pork,,,,,,,,,
frozen vegetables,chicken,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
sliced cheese,sliced cheese,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
sausage,yogurt,,,,,,,,,
root vegetables,butter,,,,,,,,,
frankfurter,specialty bar,whole milk,rice,dishes,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
pastry,whole milk,soda,Instant food products,,,,,,,
pastry,ice cream,,,,,,,,,
bottled beer,oil,,,,,,,,,
other vegetables,meat spreads,specialty cheese,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
pork,other vegetables,yogurt,shopping bags,soft cheese,detergent,,,,,
rolls/buns,shopping bags,,,,,,,,,
root vegetables,berries,,,,,,,,,
white bread,pastry,whole milk,newspapers,,,,,,,
soda,grapes,,,,,,,,,
bottled water,rolls/buns,popcorn,,,,,,,,
yogurt,salty snack,,,,,,,,,
specialty bar,rolls/buns,,,,,,,,,
curd,zwieback,,,,,,,,,
processed cheese,chocolate,chocolate,yogurt,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
red/blush wine,domestic eggs,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
photo/film,rolls/buns,,,,,,,,,
butter milk,beverages,butter,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
newspapers,frozen dessert,,,,,,,,,
berries,rolls/buns,,,,,,,,,
dessert,soda,,,,,,,,,
root vegetables,bottled beer,newspapers,margarine,domestic eggs,shopping bags,,,,,
pip fruit,white wine,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
brown bread,detergent,,,,,,,,,
domestic eggs,roll products ,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
shopping bags,white wine,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
beef,pastry,yogurt,chewing gum,,,,,,,
sausage,frozen meals,long life bakery product,soda,,,,,,,
sausage,cocoa drinks,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
domestic eggs,waffles,,,,,,,,,
pork,sliced cheese,,,,,,,,,
beef,brown bread,,,,,,,,,
onions,whole milk,,,,,,,,,
other vegetables,condensed milk,other vegetables,bottled water,pastry,misc. beverages,,,,,
brown bread,canned beer,,,,,,,,,
sausage,salt,,,,,,,,,
shopping bags,citrus fruit,whole milk,sliced cheese,,,,,,,
condensed milk,berries,tea,frozen vegetables,cat food,,,,,,
pork,pet care,margarine,,,,,,,,
fruit/vegetable juice,white wine,,,,,,,,,
misc. beverages,instant coffee,,,,,,,,,
whipped/sour cream,bottled water,,,,,,,,,
ice cream,citrus fruit,soda,,,,,,,,
bottled water,other vegetables,root vegetables,rolls/buns,soda,sugar,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
curd,bottled water,other vegetables,white bread,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pet care,pastry,,,,,,,,,
pastry,Instant food products,,,,,,,,,
ham,other vegetables,,,,,,,,,
frankfurter,whole milk,other vegetables,,,,,,,,
cocoa drinks,bottled water,sweet spreads,,,,,,,,
ham,brown bread,,,,,,,,,
tropical fruit,butter,,,,,,,,,
pork,rolls/buns,specialty bar,hygiene articles,,,,,,,
white bread,beef,coffee,flour,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
rolls/buns,soda,other vegetables,pip fruit,,,,,,,
pork,specialty chocolate,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
liquor,long life bakery product,,,,,,,,,
ice cream,detergent,rolls/buns,,,,,,,,
frankfurter,bottled beer,whipped/sour cream,margarine,,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
pip fruit,brown bread,,,,,,,,,
frozen meals,dental care,,,,,,,,,
whole milk,seasonal products,specialty fat,flour,,,,,,,
butter,specialty chocolate,frozen meals,,,,,,,,
yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese,,,
beef,chocolate,,,,,,,,,
misc. beverages,berries,,,,,,,,,
fruit/vegetable juice,butter,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
frozen potato products,salt,coffee,,,,,,,,
tropical fruit,sparkling wine,cat food,,,,,,,,
soda,brown bread,,,,,,,,,
pastry,tropical fruit,sugar,sauces,bottled water,sliced cheese,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,specialty cheese,,,,,,,,,
root vegetables,white bread,meat spreads,,,,,,,,
yogurt,bottled beer,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
other vegetables,fruit/vegetable juice,coffee,,,,,,,,
whole milk,hard cheese,,,,,,,,,
pip fruit,root vegetables,root vegetables,beverages,,,,,,,
sausage,whole milk,yogurt,,,,,,,,
butter,butter,,,,,,,,,
canned beer,whole milk,pork,oil,,,,,,,
root vegetables,female sanitary products,,,,,,,,,
frozen potato products,domestic eggs,shopping bags,butter milk,,,,,,,
citrus fruit,waffles,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
soft cheese,flower (seeds),,,,,,,,,
root vegetables,rum,,,,,,,,,
rolls/buns,misc. beverages,bottled water,decalcifier,semi-finished bread,soda,,,,,
specialty chocolate,long life bakery product,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
curd cheese,chocolate marshmallow,,,,,,,,,
sausage,bottled water,,,,,,,,,
canned beer,ham,bottled water,domestic eggs,,,,,,,
shopping bags,cake bar,,,,,,,,,
frozen meals,newspapers,,,,,,,,,
sausage,sugar,,,,,,,,,
other vegetables,waffles,butter,,,,,,,,
tropical fruit,pastry,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
tropical fruit,tropical fruit,whole milk,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
frankfurter,soda,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
pork,sliced cheese,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
bottled water,frozen meals,,,,,,,,,
sausage,spread cheese,chocolate,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
tropical fruit,nuts/prunes,,,,,,,,,
chicken,napkins,other vegetables,newspapers,,,,,,,
soda,pet care,butter,,,,,,,,
whole milk,butter,newspapers,,,,,,,,
other vegetables,shopping bags,salty snack,,,,,,,,
rolls/buns,grapes,potato products,,,,,,,,
pastry,cream cheese ,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
processed cheese,dog food,frozen potato products,,,,,,,,
bottled water,pork,salty snack,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
zwieback,onions,female sanitary products,,,,,,,,
root vegetables,frankfurter,specialty bar,packaged fruit/vegetables,hygiene articles,,,,,,
canned beer,curd,pastry,,,,,,,,
pip fruit,soda,,,,,,,,,
misc. beverages,cream cheese ,,,,,,,,,
salty snack,specialty bar,brown bread,instant coffee,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
whole milk,onions,,,,,,,,,
whole milk,whole milk,cat food,canned beer,,,,,,,
curd,processed cheese,bottled water,pickled vegetables,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
whipped/sour cream,butter milk,shopping bags,,,,,,,,
herbs,sausage,candy,whole milk,,,,,,,
whole milk,hard cheese,,,,,,,,,
whole milk,margarine,,,,,,,,,
bottled water,brown bread,,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
whipped/sour cream,whole milk,oil,,,,,,,,
chicken,chocolate,,,,,,,,,
chicken,yogurt,,,,,,,,,
turkey,meat,rolls/buns,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
frankfurter,hair spray,,,,,,,,,
sausage,canned beer,,,,,,,,,
specialty cheese,butter milk,,,,,,,,,
root vegetables,soda,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
pastry,snack products,,,,,,,,,
soda,bottled water,,,,,,,,,
whole milk,newspapers,soda,whipped/sour cream,,,,,,,
chicken,pip fruit,,,,,,,,,
sugar,butter,,,,,,,,,
ice cream,rolls/buns,bottled beer,canned beer,,,,,,,
beef,yogurt,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
root vegetables,canned fish,,,,,,,,,
whole milk,coffee,,,,,,,,,
frozen meals,detergent,,,,,,,,,
beef,tropical fruit,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
tropical fruit,root vegetables,candy,yogurt,rolls/buns,,,,,,
soda,chocolate,,,,,,,,,
onions,soda,,,,,,,,,
candy,frozen meals,,,,,,,,,
canned beer,grapes,whole milk,dessert,,,,,,,
sausage,grapes,,,,,,,,,
chicken,white wine,margarine,,,,,,,,
bottled beer,whole milk,,,,,,,,,
specialty chocolate,cat food,,,,,,,,,
sausage,frozen fruits,,,,,,,,,
fruit/vegetable juice,domestic eggs,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
bottled water,yogurt,butter,,,,,,,,
yogurt,shopping bags,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
soda,yogurt,,,,,,,,,
sausage,coffee,yogurt,white wine,,,,,,,
other vegetables,coffee,rolls/buns,,,,,,,,
chicken,salt,,,,,,,,,
specialty bar,pickled vegetables,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
rolls/buns,bottled beer,coffee,pastry,brown bread,brown bread,napkins,napkins,,,
canned beer,brown bread,,,,,,,,,
pastry,soda,semi-finished bread,white bread,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
other vegetables,brandy,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
whole milk,yogurt,domestic eggs,newspapers,,,,,,,
sliced cheese,pudding powder,,,,,,,,,
chicken,yogurt,,,,,,,,,
meat,rolls/buns,pastry,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
soda,yogurt,,,,,,,,,
pork,waffles,tropical fruit,pork,canned beer,whipped/sour cream,newspapers,cream cheese ,,,
waffles,whipped/sour cream,soda,,,,,,,,
pork,curd,,,,,,,,,
packaged fruit/vegetables,specialty cheese,margarine,margarine,,,,,,,
sliced cheese,pastry,onions,,,,,,,,
butter milk,dessert,processed cheese,,,,,,,,
liquor,other vegetables,whole milk,other vegetables,,,,,,,
other vegetables,soda,,,,,,,,,
frankfurter,frankfurter,butter,domestic eggs,margarine,other vegetables,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
pastry,bottled beer,,,,,,,,,
root vegetables,spread cheese,,,,,,,,,
cereals,dessert,,,,,,,,,
canned beer,soda,candles,pickled vegetables,,,,,,,
whole milk,shopping bags,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
other vegetables,specialty chocolate,chocolate,,,,,,,,
ham,waffles,seasonal products,,,,,,,,
coffee,cat food,,,,,,,,,
pip fruit,skin care,,,,,,,,,
newspapers,other vegetables,,,,,,,,,
root vegetables,curd,,,,,,,,,
sausage,prosecco,pot plants,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
chicken,soda,,,,,,,,,
pip fruit,other vegetables,cling film/bags,,,,,,,,
chicken,flower (seeds),onions,rolls/buns,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
soda,waffles,,,,,,,,,
sweet spreads,herbs,long life bakery product,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
root vegetables,sausage,condensed milk,other vegetables,canned beer,white bread,hard cheese,frozen vegetables,,,
sausage,tea,,,,,,,,,
specialty chocolate,specialty cheese,,,,,,,,,
turkey,whole milk,,,,,,,,,
whole milk,whole milk,citrus fruit,light bulbs,,,,,,,
chicken,white bread,,,,,,,,,
long life bakery product,salty snack,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
hamburger meat,berries,liquor,cream cheese ,,,,,,,
other vegetables,frozen meals,,,,,,,,,
sausage,bottled beer,whole milk,frozen vegetables,,,,,,,
ham,rum,,,,,,,,,
rolls/buns,canned fish,chocolate,,,,,,,,
pip fruit,white wine,whole milk,,,,,,,,
other vegetables,coffee,,,,,,,,,
pip fruit,soda,,,,,,,,,
hard cheese,bottled water,,,,,,,,,
frankfurter,root vegetables,fruit/vegetable juice,margarine,,,,,,,
dessert,cream cheese ,waffles,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
sausage,whole milk,jam,yogurt,,,,,,,
frankfurter,canned beer,,,,,,,,,
bottled beer,dessert,cling film/bags,,,,,,,,
mustard,fruit/vegetable juice,,,,,,,,,
sausage,whole milk,,,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
brown bread,sausage,rolls/buns,bottled water,,,,,,,
other vegetables,pip fruit,,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
pip fruit,soda,,,,,,,,,
white bread,whipped/sour cream,frozen dessert,pastry,,,,,,,
meat,newspapers,,,,,,,,,
dessert,cream cheese ,,,,,,,,,
soda,beef,bottled beer,soda,,,,,,,
other vegetables,margarine,,,,,,,,,
other vegetables,root vegetables,pastry,margarine,,,,,,,
chicken,long life bakery product,,,,,,,,,
cream cheese ,sausage,whole milk,pip fruit,,,,,,,
whole milk,margarine,,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
chocolate,dessert,,,,,,,,,
sausage,other vegetables,waffles,,,,,,,,
organic sausage,grapes,pastry,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
pastry,cream cheese ,,,,,,,,,
frankfurter,pip fruit,rolls/buns,,,,,,,,
curd,condensed milk,dental care,,,,,,,,
bottled beer,yogurt,,,,,,,,,
meat,hamburger meat,,,,,,,,,
bottled beer,canned fish,,,,,,,,,
citrus fruit,spread cheese,,,,,,,,,
pork,pastry,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
canned fish,yogurt,,,,,,,,,
soda,shopping bags,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
margarine,canned fish,,,,,,,,,
sliced cheese,frozen chicken,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
cling film/bags,ham,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
hamburger meat,soda,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
margarine,beef,whipped/sour cream,,,,,,,,
bottled beer,frankfurter,UHT-milk,pot plants,,,,,,,
sausage,whole milk,popcorn,fruit/vegetable juice,canned fruit,whole milk,soda,,,,
curd,bottled beer,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
bottled water,margarine,onions,other vegetables,whole milk,,,,,,
butter,whole milk,,,,,,,,,
canned beer,turkey,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
flower (seeds),bottled water,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
citrus fruit,salt,,,,,,,,,
white bread,coffee,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
flower (seeds),white wine,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
soda,rolls/buns,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
other vegetables,pastry,,,,,,,,,
whole milk,tropical fruit,soda,newspapers,,,,,,,
pork,berries,,,,,,,,,
pork,chocolate,soap,,,,,,,,
sausage,canned beer,kitchen towels,,,,,,,,
shopping bags,white wine,soda,,,,,,,,
brown bread,chocolate,,,,,,,,,
other vegetables,other vegetables,butter,,,,,,,,
ham,canned beer,salty snack,,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
root vegetables,frozen fruits,waffles,,,,,,,,
soda,specialty chocolate,,,,,,,,,
other vegetables,beef,yogurt,,,,,,,,
newspapers,butter,,,,,,,,,
tidbits,dessert,cat food,,,,,,,,
soft cheese,whipped/sour cream,,,,,,,,,
other vegetables,pip fruit,fruit/vegetable juice,,,,,,,,
decalcifier,grapes,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
pastry,curd,bottled beer,,,,,,,,
pastry,pet care,margarine,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
ice cream,white wine,soups,instant coffee,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
pork,bottled water,,,,,,,,,
beverages,cat food,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
dog food,sausage,dessert,shopping bags,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
frozen vegetables,flower (seeds),,,,,,,,,
pip fruit,pickled vegetables,,,,,,,,,
meat,condensed milk,,,,,,,,,
soups,whole milk,beef,bottled beer,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
butter,rolls/buns,,,,,,,,,
oil,whipped/sour cream,pip fruit,whole milk,,,,,,,
frankfurter,berries,bottled water,processed cheese,pickled vegetables,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
whole milk,pastry,,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
bottled water,hygiene articles,,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
whole milk,rolls/buns,cling film/bags,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
baking powder,root vegetables,,,,,,,,,
tropical fruit,dessert,rolls/buns,long life bakery product,,,,,,,
white wine,waffles,,,,,,,,,
other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
spread cheese,yogurt,frozen vegetables,,,,,,,,
pork,long life bakery product,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
dessert,soda,pastry,whole milk,butter,rolls/buns,shopping bags,newspapers,,,
pork,domestic eggs,,,,,,,,,
tropical fruit,sweet spreads,,,,,,,,,
brown bread,pastry,,,,,,,,,
curd,liquor (appetizer),,,,,,,,,
pastry,rolls/buns,,,,,,,,,
ham,beef,bottled water,citrus fruit,dishes,,,,,,
chewing gum,soda,red/blush wine,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
jam,margarine,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
chicken,bottled water,,,,,,,,,
sausage,pip fruit,,,,,,,,,
other vegetables,margarine,,,,,,,,,
yogurt,brown bread,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
curd,frozen meals,,,,,,,,,
dishes,whole milk,oil,onions,,,,,,,
chicken,pastry,candles,,,,,,,,
rolls/buns,instant coffee,UHT-milk,margarine,,,,,,,
photo/film,whole milk,yogurt,whole milk,white bread,pot plants,dessert,,,,
ham,bottled water,,,,,,,,,
sparkling wine,butter,,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
beef,napkins,,,,,,,,,
tropical fruit,onions,,,,,,,,,
grapes,domestic eggs,,,,,,,,,
detergent,newspapers,,,,,,,,,
sausage,frankfurter,grapes,sausage,dog food,misc. beverages,napkins,artif. sweetener,,,
chewing gum,rolls/buns,,,,,,,,,
sausage,grapes,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
root vegetables,misc. beverages,frozen dessert,,,,,,,,
canned beer,beverages,specialty bar,other vegetables,make up remover,specialty chocolate,curd,,,,
soda,frozen dessert,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
rolls/buns,domestic eggs,bottled water,,,,,,,,
other vegetables,pip fruit,napkins,,,,,,,,
specialty bar,dessert,,,,,,,,,
pot plants,bottled water,,,,,,,,,
bottled water,rolls/buns,waffles,,,,,,,,
frozen meals,mustard,,,,,,,,,
chicken,nut snack,whole milk,newspapers,soft cheese,yogurt,spices,condensed milk,,,
onions,pip fruit,,,,,,,,,
hamburger meat,chocolate,processed cheese,,,,,,,,
meat,rolls/buns,,,,,,,,,
dessert,whole milk,whole milk,domestic eggs,,,,,,,
frozen vegetables,pastry,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
citrus fruit,soda,,,,,,,,,
tropical fruit,soft cheese,,,,,,,,,
house keeping products,yogurt,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
soda,sliced cheese,,,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
pastry,domestic eggs,,,,,,,,,
pork,cream cheese ,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
UHT-milk,pastry,,,,,,,,,
butter milk,candles,pot plants,,,,,,,,
sugar,whole milk,,,,,,,,,
cake bar,bottled beer,,,,,,,,,
chicken,UHT-milk,,,,,,,,,
yogurt,soda,yogurt,,,,,,,,
whole milk,pip fruit,frozen vegetables,soda,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
dessert,pastry,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
rolls/buns,salty snack,brown bread,cream cheese ,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
soda,salt,sauces,curd,sugar,margarine,,,,,
ham,rolls/buns,tropical fruit,rolls/buns,,,,,,,
frankfurter,sparkling wine,,,,,,,,,
sausage,pasta,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
canned beer,coffee,,,,,,,,,
sausage,pasta,,,,,,,,,
pastry,soda,detergent,,,,,,,,
soda,roll products ,seasonal products,,,,,,,,
soda,bottled water,,,,,,,,,
ham,whole milk,other vegetables,soda,white bread,tropical fruit,sugar,,,,
chicken,brown bread,,,,,,,,,
coffee,liquor,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
frankfurter,sausage,,,,,,,,,
ice cream,yogurt,,,,,,,,,
sausage,beverages,,,,,,,,,
turkey,soft cheese,other vegetables,canned beer,,,,,,,
whole milk,ice cream,,,,,,,,,
soda,soda,canned fruit,processed cheese,soda,shopping bags,,,,,
sausage,bottled beer,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
citrus fruit,onions,,,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
pastry,frozen vegetables,,,,,,,,,
white wine,ice cream,,,,,,,,,
whole milk,detergent,,,,,,,,,
soda,cream cheese ,,,,,,,,,
ham,roll products ,brown bread,,,,,,,,
whole milk,cat food,,,,,,,,,
fruit/vegetable juice,curd,,,,,,,,,
rolls/buns,newspapers,cereals,,,,,,,,
beef,shopping bags,pickled vegetables,,,,,,,,
frankfurter,sausage,,,,,,,,,
butter milk,whole milk,,,,,,,,,
canned beer,whole milk,,,,,,,,,
beef,specialty bar,,,,,,,,,
cereals,whole milk,bottled water,,,,,,,,
fish,candy,rolls/buns,,,,,,,,
canned beer,bottled water,,,,,,,,,
brown bread,soda,,,,,,,,,
meat,waffles,,,,,,,,,
chicken,pork,,,,,,,,,
grapes,processed cheese,,,,,,,,,
domestic eggs,potato products,,,,,,,,,
soft cheese,flower (seeds),,,,,,,,,
beef,rolls/buns,,,,,,,,,
whole milk,soda,,,,,,,,,
frozen vegetables,rice,,,,,,,,,
Instant food products,yogurt,,,,,,,,,
citrus fruit,butter,,,,,,,,,
sugar,whole milk,ketchup,,,,,,,,
yogurt,shopping bags,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
margarine,berries,,,,,,,,,
white bread,flour,,,,,,,,,
dishes,brown bread,,,,,,,,,
rolls/buns,curd,,,,,,,,,
butter milk,white wine,,,,,,,,,
roll products ,shopping bags,,,,,,,,,
brown bread,dessert,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
misc. beverages,soda,,,,,,,,,
butter,other vegetables,,,,,,,,,
coffee,onions,,,,,,,,,
pip fruit,cat food,,,,,,,,,
ham,canned fruit,,,,,,,,,
fruit/vegetable juice,roll products ,,,,,,,,,
whole milk,rice,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
shopping bags,rubbing alcohol,,,,,,,,,
pip fruit,candy,,,,,,,,,
curd,cereals,,,,,,,,,
canned beer,yogurt,,,,,,,,,
whipped/sour cream,roll products ,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
root vegetables,pastry,,,,,,,,,
ketchup,rolls/buns,,,,,,,,,
canned beer,organic sausage,tropical fruit,shopping bags,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
beef,whole milk,,,,,,,,,
frankfurter,pork,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
pork,processed cheese,,,,,,,,,
canned beer,sliced cheese,long life bakery product,pasta,,,,,,,
bottled water,detergent,domestic eggs,yogurt,,,,,,,
